,微博正文
4476,#英女王去世当天时间线#？我看了一天了也没整明白伊丽莎白有什么丰功伟绩值得被尊称为“伟人”吗？（当然她本人的确拥有传奇一生
8580,#外交部回应佩洛西窜访中国台湾地区#相信国家??????????
7173,#dailynote#泸定6.8级地震。这是来成都第11年，第一次强烈感到害怕并慌忙逃生的经历。以前也很怕死，但是又总觉得没那么容易，反倒心里不那么真的害怕面对。那今天，就是感到剧烈摇晃那一刻，看着我的两个小孩，真的就很慌，想到万一呢、万一呢，所以宁愿被乌龙戏弄一次、也不想面对万一。也就有了我们匆匆暂停吃午饭，顾不上擦擦嘴上的饭粒油脂、没来得及给哥哥穿上鞋子，穿着居家拖鞋带上手机就去挤电梯下楼待去了。截至此刻已经有46人遇难，天灾无情，祈祷不要有更大伤亡了！
3930,英国女王伊丽莎白二世9月8日去世，七十年的查尔斯太子继位英国国王。伊丽莎白的一生，给人印象深刻的是超长的在位时间，任命了一个又一个越来越不堪的英国首相，尤其是最后一个政治盲、历史盲、地理盲的反华急先锋特拉斯。伊丽莎白的一生，英国也像她一样越来越衰老，大不列颠变成了小不列颠，而英国的撕裂还在继续加深，包括领土的撕裂和内部各阶层的撕裂，日不落已经远去。不管如何，伊丽莎白给中国人的印象，要比她的继任者查尔斯要好很多。而英国国王的继续存在，也与现代化的世界越来越格格不入，查尔斯并不能改变代表旧世界的王朝逐步走向死亡，就像伊丽莎白终将进入历史一样。
7615,//分享网易新闻:《多国人士严厉批评佩洛西窜访台湾》O粗暴干涉中国内政不得人心　国际法和国际关系基本准则不容践踏——多国人士严厉批评佩洛西窜访台湾@网易新闻客户端#网易新闻#
2094,李易峰都非法爱情不懂
2774,李易峰不在娱乐圈在外面从商也未必就比现在差，只要有从头再来的勇气，咱们也不差，这些都是小事情，加油啊
749,发布了头条文章：《李易峰嫖娼塌房后，演员朱锐勇敢发声曝曾被猥亵，扯出黄海波和海清》O李易峰嫖娼塌房后，演员朱锐勇敢发声曝曾被猥亵，扯出黄海波和海清
4704,【#英国女王去世#】当地时间9月8日，英女王伊丽莎白二世辞世。在位70年的漫长岁月中，她伴随着国家从二战后进入21世纪，任命15位英国首相，历经世事见证历史变迁。伊丽莎白二世于1926年4月21日出生于伦敦，1952年，伊丽莎白公主在25岁时成为女王，当时她的父亲乔治六世国王去世。从温斯顿·丘吉尔爵士到利兹·特拉斯，女王在位期间见证了15位英国首相。2015年，她成为历史上在位时间最长的英国君主，打破了她的曾曾祖母维多利亚女王创下的纪录。
3611,英国伊丽莎白女王去世。必须说，这位女王给世人的印象好于她的子孙，也好于英国几乎一代不如一代的政府首相，她的离世代表了英国一个时代的终结。祝老人一路走好，并道安息！『英国女王伊丽莎白二世所有子女目前在她身边陪伴』O英国女王伊丽莎白二世所有子女目前在她身边陪伴
1146,我免费围观了@二总的回答，问题价值10.00元O微博问答
2135,#如何看待李易峰此前发声明#突然有个想法，给所有艺人注册登记，发放演艺从业许可证，列入名单库管理。警方在查处到这些人的违法犯罪行为直接通报更加严格，像管理gwy一样管理艺人。难处在于，艺人们背后往往牵扯到一些资本，资本所到之处，到底是有些困难的。好处在于，相对净化演艺生态圈。其实管理更严的地方，保护也会更大，更难出现韩国演艺圈的那些烂事。但更重要的还是如何更好的发展我国特色的演艺圈，制造更好的作品，让艺人把重心放在打磨作品，提高自身，而不是一味圈钱。道阻且长啊。
7877,#佩洛西此前所乘专机起飞#相信祖国??
6073,#财政紧急调拨1.5亿元支持四川抗震救灾#这次四川地震，各地政府除了我们长三角，珠三角等少数地区还能出点力，其他政府估计也没多少能力资助了，至于企业，少数大厂应该会象征性的捐点，中小企业很难再捐款了，经济太差都没钱了
5190,#伊丽莎白女王去世#又一位历史书上的人物去世了
2975,#如何看待李易峰昨晚发声明#你为你粉的偶像花的每一分钱，都有可能成为嫖资、赌资或者是毒资。
2736,#李易峰#这件事情告诉我们再帅的男人靠近女人的目的大多是解决生理需求，男人本质就是渣的。另一方面很多人说他明明可以靠脸去谈恋爱为什么要嫖娼，大多数人也高估了恋爱关系和婚姻关系对男人的约束性，在拥有伴侣的同时欺骗伴侣去嫖娼甚至出轨的人本身也不计其数。当然无缝也是一种出轨方式。归根结底他们从出生起就没有被灌输要拥有很强道德感、洁身自好是美德，更没有把女人真正当作人来看，所以他们不会觉得自己脏也不会觉得自己有错。
3669,【欧美众星哀悼英国女王！好莱坞巨星史泰龙，晒出握手旧照悼念】英国女王伊丽莎白二世于9月8日辞世，享年96岁。消息一出，欧美影视圈名人纷纷表达哀悼。曾在传记电影《女王》中扮演伊丽莎白二世的奥斯卡影后海伦·米伦，她在社交平台上晒出女王的黑白照片悼念：我很荣幸能够成为其中一版的伊丽莎白……@新浪新闻O网页链接
2119,@李易峰笨蛋自己做错事了就要自己去承担了哦
2970,李易峰这回真的是最后一条关于你再见了，我这些年真真切切喜欢过的艺人
1700,李易峰明天会不会头晕?
2791,#李易峰超话#那些一直劝自己相信他，相信到最后却真实塌房了的粉丝才是最惨的，七八年的喜欢毁于一旦，光想想就很心痛了
7170,四川泸定6.8级地震已造成46人遇难##快手#@快手????L北青政知道的快手视频
1246,#北京警方通报李易峰多次嫖娼#吃瓜吃晚了。我不理解这些男的，真的一点都不怕事儿啊
8495,如果说周公子只是家贼还可以忍，而佩洛西访台就是外冦了，周公子只是偷偷拿走底层老百姓的钱，而佩洛西访台给全体中国人一人一个耳光，中国人的尊严真的被伤害了。
3260,#英国女王去世#早晨看了一下简短的伊丽莎白二世的经历，原来菲利普亲王为与伊丽莎白公主订婚，放弃希腊王位继承权。
6481,"#四川1小时内连发7次地震#愿平安!真的体验过一次小小的微震,很惊慌了已经"
8109,#台媒称警方证实佩洛西班机22时降落#宏观格局权衡利弊一切以国家安全与利益为前提停止幼稚言论相信祖国
659,#李易峰多次嫖娼被行政拘留#李某峰的事告诉我们：该税的要税，不该睡的别睡男星翻车都是嫖chang女星翻车都是逃税总结一句：男人都在认真搞.女人女人都在认真搞.钱?
5046,#英国女王去世#【#160秒回顾伊丽莎白二世#：最长待机女王在位70年历经15任首相】当地时间9月8日，英国女王伊丽莎白二世在苏格兰巴尔莫勒尔城堡去世，享年96岁。伊丽莎白二世于1926年4月21日出生于伦敦。1952年，伊丽莎白公主在25岁时成为女王，从温斯顿·丘吉尔爵士到利兹·特拉斯，女王在位期间见证了15位英国首相。L青蜂侠Bee的微博视频
528,#中国视协评李易峰事件##如何看待李易峰此前发声明#今日，多家韩媒开始报道李易峰多次嫖娼事件！！！?韩媒：比成龙赚的还多的明星演员为何这样？韩媒：中国暖男演员李易峰多次嫖娼被发现韩媒：TOPSTAR李易峰、花美男演员李易峰
3718,热点#英国女王伊丽莎白二世在巴尔莫勒尔堡去世##普京对英女王去世表示哀悼#/@环球时报【#英国女王去世#】英国王室官方账号称，当地时间9月8日下午，英国女王伊丽莎白二世在巴尔莫勒尔堡安详去世，享年96岁。伊丽莎白二世于1926年4月21日出生于伦敦。1952年，伊丽莎白公主在25岁时成为女王，当时她的父亲乔治六世国王去世。从温斯顿·丘吉尔爵士到利兹·特拉斯，女王在位期间见证了15位英国首相。2015年，她成为历史上在位时间最长的英国君主，打破了她的曾曾祖母维多利亚女王创下的纪录。英国国王声明O网页链接查尔斯成为英国国王O网页链接温莎城堡降半旗O网页链接英国全国哀悼期已经开始O网页链接英国网友缅怀伊丽莎白二世O网页链接英国首相就英国女王去世发声明O网页链接联合国安理会向英女王逝世默哀O网页链接联合国秘书长古特雷斯向英女王逝世致哀O网页链接拜登就英国女王去世发表声明O网页链接普京对英女王去世表示哀悼O网页链接多国政要就英国女王去世表态O网页链接
2565,#如何看待李易峰此前发声明#怎么说呢，不是粉，这种事情其实女方自己也是同意的，互相交易嘛，男方给钱，女方卖身。估计不在少数，只是这个可能得罪了什么人被爆出来了而已
2017,#如何看待李易峰此前发声明#什么怎么看，娱乐圈里实锤之前理直气壮辟谣的多了去了。
2881,#李易峰视频#姐妹们求视频，呜呜呜
8469,47年胡宗南进延安的时候，想不到50年他就只能灰溜溜的只身逃到台湾。22年的菜菜子和佩洛西在一起的时候，又能算得准她25年会过什么日子。
1293,#如何看待李易峰此前发声明#全下架了央12没播完就停了以后看剧要趁早
8598,#外交部回应佩洛西窜访中国台湾地区#往好了想，love&peace对普通百姓是最好的了
8456,#外交部回应佩洛西窜访中国台湾地区#哪有父母當著眾人面教訓孩子的？不都等外人走了以後，關起門教訓逆子嗎？等著閉門思過，斷經濟來源，再派人監視吧！什麼時候悔過了，什麼時候真正聽話了，再放你出來。不孝的逆子
5889,大家都要注意安全???平平安安【愿平安！#特警徒手刨土救出被埋男子#】9月5日，四川泸定县发生6.8级地震。甘孜特警突击救援小组在巡逻途中发现一男子被废墟掩埋。由于通道狭窄，挖掘机等救援机器无法到达，特警突击救援小组徒手刨土，成功将男子解救出来，送往医院救治。
6583,#泸定地震46人遇难#大半夜看到人数又升了，好难过捐了点小?，望平安???
6263,#地震#刚才是不是又地震了，感觉又在晃
4306,#英国女王去世#我的妈耶因为感冒鼻塞睡不着的我竟然刷到伊丽莎白去世
5567,斯宾客太牛了，大半个月前伦敦寄出的伊丽莎白专刊，昨天收到…
4442,为什么伊丽莎白二世的上一个国王是乔治六世，下一个是又查尔斯三世？有什么规律吗？不同于“秦始皇”与其继承者“秦二世”的叫法，欧洲人不是在数这是本朝第几位国王，而是在数这是本国第几个叫这个名字的王。比如，刚刚去世的是英国第二个叫伊丽莎白的女王，所以中文翻译成“伊丽莎白二世”；他儿子查尔斯即位后，成为了英国被处死的国王查尔斯一世和他儿子之后，第三个叫查尔斯的国王。#英国女王去世##查尔斯成为英国国王##微博新知博主#
